,Text,Dep,Head,Child
283126,Гэндальф,nsubj,ответил,[]
283591,Гэндальф,nsubj,сказал,[]
283665,Гэндальф,nsubj,крикнул,[]
285295,Гэндальф,nsubj,миновал,[]
285347,Гэндальф,nsubj,ехал,[]
285388,Гэндальф,nsubj,остановился,[]
285984,Гэндальф,nsubj,рассмеялся,[]
286714,Гэндальф,nsubj,вмешался,[]
286969,Гэндальф,nsubj,заметил,[]
287095,Гэндальф,nsubj,воскликнул,[]
289043,Гэндальф,nsubj,говаривал,[увы]
289820,Гэндальф,nsubj,намекает,[]
291578,Гэндальф,nsubj,стали,"[Элронд, Галадриэль]"
293076,Гэндальф,nsubj,знал,[]
293225,Гэндальф,nsubj,говорит,[]
293280,Гэндальф,nsubj,спешил,[]
293315,Гэндальф,nsubj,возвратился,[]
293449,Гэндальф,nsubj,высыпал,[]
294377,Гэндальф,nsubj,коль,[]
294444,Гэндальф,nsubj,высыпал,[]
295372,Гэндальф,nsubj,коль,[]
295842,Гэндальф,nsubj,побывал,[]
295877,Гэндальф,nsubj,сказал,[]
297209,Гэндальф,nsubj,двинулся,[]
297381,Гэндальф,nsubj,двинулся,[]
297462,Гэндальф,nsubj,переспросил,[]
297562,Гэндальф,nsubj,вздохнул,[]
297668,Гэндальф,nsubj,молвил,[]
297859,Гэндальф,nsubj,поднимусь,"[Король, спешились.–Я]"
297870,Гэндальф,nsubj,объявил,[]
297948,Гэндальф,nsubj,ответил,[]
298016,Гэндальф,nsubj,кивнул,[]
298142,Гэндальф,nsubj,крикнул,[]
298218,Гэндальф,nsubj,потребовал,[]
298872,Гэндальф,nsubj,стоял,[]
298923,Гэндальф,nsubj,говорил,[]
299282,Гэндальф,nsubj,предупреждал,[]
301003,Гэндальф,nsubj,поднимется,[]
301073,Гэндальф,nsubj,рассмеялся,[]
301088,Гэндальф,nsubj,заговорил,[]
301494,Гэндальф,nsubj,отвечал,[]
301649,Гэндальф,nsubj,ответил,[]
301947,Гэндальф,nsubj,приказал,[]
301998,Гэндальф,nsubj,произнес,[]
302194,Гэндальф,nsubj,повелел,[]
302381,Гэндальф,nsubj,согласился,[]
302483,Гэндальф,nsubj,сбежал,[]
302571,Гэндальф,nsubj,кивнул,[]
302625,Гэндальф,nsubj,сказал,[]
302651,Гэндальф,nsubj,кивнул,[]
302705,Гэндальф,nsubj,сказал,[]
302990,Гэндальф,nsubj,пожал,[]
303100,Гэндальф,nsubj,подытожил,[]
303157,Гэндальф,nsubj,сказал,[]
303542,Гэндальф,nsubj,говорил,[]
303570,Гэндальф,nsubj,подтвердил,[]
303884,Гэндальф,nsubj,возразил,[]
303974,Гэндальф,nsubj,сказал,[]
304170,Гэндальф,nsubj,выехали,"[друзья, Король]"
304183,Гэндальф,nsubj,посадил,[]
304353,Гэндальф,nsubj,заметил,[]
304434,Гэндальф,nsubj,нахмурился,[]
305607,Гэндальф,nsubj,Белый,[]
305731,Гэндальф,nsubj,тут,[]
306254,Гэндальф,nsubj,лежал,[]
306285,Гэндальф,nsubj,шевелился,[]
306313,Гэндальф,nsubj,спал,[]
306539,Гэндальф,nsubj,пошевелился,[]
306933,Гэндальф,nsubj,молвил,[]
307084,Гэндальф,nsubj,остановил,[]
307120,Гэндальф,nsubj,прикинулся,[]
307203,Гэндальф,nsubj,сказал,[посуровев]
307238,Гэндальф,nsubj,сдвинул,[]
307651,Гэндальф,nsubj,приказал,[]
307959,Гэндальф,nsubj,посоветовал,[Пиппину]
308004,Гэндальф,nsubj,зашагал,[]
308050,Гэндальф,nsubj,успокоил,[]
308171,Гэндальф,nsubj,поглядел,[]
308282,Гэндальф,nsubj,согласился,[]
308488,Гэндальф,nsubj,сказал,[]
308620,Гэндальф,nsubj,отозвался,[]
308805,Гэндальф,nsubj,согласился,[]
308906,Гэндальф,nsubj,стоял,[]
308972,Гэндальф,nsubj,поднял,[]
309040,Гэндальф,nsubj,крикнул,[]
309295,Гэндальф,nsubj,пересекли,[Пиппином]
309417,Гэндальф,nsubj,ответил,[]
309529,Гэндальф,nsubj,подтвердил,[]
309837,Гэндальф,nsubj,успокоил,[]
310588,Гэндальф,nsubj,вздохнул,[]
310631,Гэндальф,nsubj,оборвал,[]
310774,Гэндальф,nsubj,кивнул,[]
310796,Гэндальф,nsubj,воскликнул,[]
310943,Гэндальф,nsubj,ответил,[]
310989,Гэндальф,nsubj,подтвердил,[]
311440,Гэндальф,nsubj,показал,[]
311588,Гэндальф,nsubj,ответил,[]
334955,Гэндальф,nsubj,смог,[]
334983,Гэндальф,nsubj,стоял,[]
335018,Гэндальф,nsubj,помнил,[]
335142,Гэндальф,nsubj,говорил,[]
335163,Гэндальф,nsubj,побывал,[]
349519,Гэндальф,nsubj,севере,[–]
349540,Гэндальф,nsubj,вождем,[Серый]
349619,Митрандир,nsubj,погиб,[]
349684,Митрандир,nsubj,хранителем,[]
349748,Митрандир,nsubj,говорил,[]
350004,Митрандир,nsubj,говорил,[]
353431,Гэндальф,nsubj,погиб,[]
353543,Гэндальф,nsubj,погиб,[]
356297,Гэндальф,nsubj,говорил,[]
356545,Гэндальф,nsubj,говорил,[]
358306,Гэндальф,nsubj,попросил,"[Митрандир, по, -, вашему, ,]"
